Rxn	Rxn name	Gene Protein Reaction Rule	EC Number	TN(s-1)	Substrate	Organism	Commentary	Reference
PUNP7	purine-nucleoside phosphorylase (Xanthosine)	b2407	2.4.2.1	28000	Inosine	Bacillus halodurans	pH 7.5	"Cloning, purification and characterisation of a recombinant purine nucleoside phosphorylase from Bacillus halodurans Alk36, Viss... <Preview truncated at 128 characters>"
PYAM5PO	pyridoxamine 5-phosphate oxidase	b1638	1.4.3.5	33	pyridoxal-5-phosphate	Escherichia coli	recombinant enzyme after cleavage from fusion protein	"Purification and characterization of the pyridoxol 5 phosphate:oxygen oxidoreductase (deaminating) from Escherichia coli, Nothei... <Preview truncated at 128 characters>"
PYDAMK	pyridoxamine kinase	b2418	2.7.1.35					
PYDAMtex	pyridoxamine transport via diffusion (extracellular)	(b2215 or b0929 or b1377 or b0241)						
PYDAMtpp	pyridoxamine import							
PYDXK	pyridoxal kinase	(b1636 or b2418)	2.7.1.35					
PYDXNK	pyridoxine kinase	b2418	2.7.1.35					
PYDXNtex	pyridoxine transport via diffusion (extracellular)	(b2215 or b0929 or b1377 or b0241)						
PYDXNtpp	pyridoxine import							
PYDXPP	Pyridoxal 5-phosphate phosphatase	(b0446 or b3826 or b0766)						
PYDXtex	pyridoxal transport via diffusion (extracellular)	(b2215 or b0929 or b1377 or b0241)						
PYDXtpp	pyridoxal import							
PYK	pyruvate kinase	(b1854 or b1676)	2.7.1.40	3204	phosphoenolpyruvate	Geobacillus stearothermophilus	"wild type enzyme, in the presence of 0.1 mM ribose 5 phosphate, in 50 mM imidazole HCl buffer, pH 7.2, 50 mM KCl, 7 mM MgCl2, 0.... <Preview truncated at 128 characters>"	"Mutagenesis of the active site lysine 221 of the pyruvate kinase from Bacillus stearothermophilus, Sakai, H.; J. Biochem. 137, 1... <Preview truncated at 128 characters>"
PYNP2r	pyrimidine-nucleoside phosphorylase (uracil)	b3831	2.4.2.2					
PYROX	pyrimidine oxygenase	(b1012 and b1007)						
PYRt2rpp	pyruvate reversible transport via proton symport (periplasm)							
PYRtex	pyruvate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
QMO2	quinol monooxygenase (Ubiquinol-8)	b3029						
QMO3	quinol monooxygenase (menaquinol 8)	b3029						
QUIN2tex	Quinate transport via diffusion (extracellular to periplasm)	(b2215 or b1377 or b0241 or b0929)						
QUIN2tpp	Quinate transport (periplasm)							
QUINDH	Quinate dehydrogenase	b1692						
QULNS	quinolinate synthase	b0750						
R15BPK	"ribose-1,5-bisphosphokinase"	b4094						
R1PK	ribose 1-phosphokinase							
R5PP	ribose 5-phosphate phosphatase	b0822						
R5PPpp	ribose 5-phosphate phosphatase	b4055						
R5Ptex	Ribose 5-phosphate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
RBFK	riboflavin kinase	b0025	2.7.1.26	0.7	riboflavin	Bacillus subtilis	37°C	The bifunctional flavokinase/flavin adenine dinucleotide synthetase from Streptomyces davawensis produces inactive flavin cofact... <Preview truncated at 128 characters>
RBFSa	riboflavin synthase	b1662	2.5.1.9					
RBFSb	riboflavin synthase	b0415	2.5.1.9					
RBK	ribokinase	b3752	2.7.1.15					
RBK_L1	L-ribulokinase (L-ribulose)	b0063	2.7.1.16	109	D-ribitol	Escherichia coli	"22°C, pH 7.5"	"Substrate specificity and kinetic mechanism of Escherichia coli ribulokinase, Lee, L.V.; Gerratana, B.; Cleland, W.W.; Arch. Bio... <Preview truncated at 128 characters>"
RBP4E	L-ribulose-phosphate 4-epimerase	(b4198 or b3583 or b0061)	5.1.3.4					
REPHACCOAI	"ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)"	b1394						
RFAMPtex	Rifampin transport via diffusion (extracellular to periplasm)	s0001						
RFAMPtpp	Rifampin transport via TolC system	((b0463 and b0462 and b3035) or (b0463 and b2470 and b3035))						
RHAT1	rhamnosyltransferase I (LPS core biosynthesis)	b3629						
RHCCE	S-ribosylhomocysteine cleavage enzyme	b2687						
RIBabcpp	D-ribose transport via ABC system (periplasm)	((b4231 and b4227 and b4485 and b4230) or (b3749 and b3751 and b3750 and b3748) or (b4087 and b4088 and b4086))						
RIBtex	ribose transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
RMI	L-rhamnose isomerase	b3903	5.3.1.14					
RMK	rhamnulokinase	b3904	2.7.1.5					
RMNtex	L-rhamnose transport via diffusion (extracellular to periplasm)	(b2215 or b0241 or b0929 or b1377)						
RMNtpp	L-rhamnose transport via proton symport (periplasm)	b3907						
RMPA	Rhamnulose-1-phosphate aldolase	b3902	4.1.2.19					
RNDR1	ribonucleoside-diphosphate reductase (ADP)	(((b2234 and b2235) and b2582) or ((b2234 and b2235) and b3781))	1.17.4.1	12.9	CDP	Escherichia coli	activity of subunit B2 assayed in the presence of an excess of subunit B1	"Ribonucleotide reductases: amazing and confusing, Stubbe, J.; J. Biol. Chem. 265, 5329 5332 (1990)"
RNDR1b	ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	((b1064 and (b2675 and b2676)) or (b3610 and (b2675 and b2676)) or (b1654 and (b2675 and b2676)) or (b0849 and (b2675 and b2676)))						
RNDR2	ribonucleoside-diphosphate reductase (GDP)	(((b2234 and b2235) and b3781) or ((b2234 and b2235) and b2582))	1.17.4.1	12.9	CDP	Escherichia coli	activity of subunit B2 assayed in the presence of an excess of subunit B1	"Ribonucleotide reductases: amazing and confusing, Stubbe, J.; J. Biol. Chem. 265, 5329 5332 (1990)"
RNDR2b	ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	((b0849 and (b2675 and b2676)) or (b3610 and (b2675 and b2676)) or (b1064 and (b2675 and b2676)) or (b1654 and (b2675 and b2676)))						
RNDR3	ribonucleoside-diphosphate reductase (CDP)	(((b2234 and b2235) and b3781) or ((b2234 and b2235) and b2582))	1.17.4.1	12.9	CDP	Escherichia coli	activity of subunit B2 assayed in the presence of an excess of subunit B1	"Ribonucleotide reductases: amazing and confusing, Stubbe, J.; J. Biol. Chem. 265, 5329 5332 (1990)"
RNDR3b	ribonucleoside-diphosphate reductase (CDP) (glutaredoxin)	((b0849 and (b2675 and b2676)) or (b3610 and (b2675 and b2676)) or (b1654 and (b2675 and b2676)) or (b1064 and (b2675 and b2676)))						
RNDR4	ribonucleoside-diphosphate reductase (UDP)	(((b2234 and b2235) and b3781) or ((b2234 and b2235) and b2582))	1.17.4.1	12.9	CDP	Escherichia coli	activity of subunit B2 assayed in the presence of an excess of subunit B1	"Ribonucleotide reductases: amazing and confusing, Stubbe, J.; J. Biol. Chem. 265, 5329 5332 (1990)"
RNDR4b	ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)	((b0849 and (b2675 and b2676)) or (b1064 and (b2675 and b2676)) or (b3610 and (b2675 and b2676)) or (b1654 and (b2675 and b2676)))						
RNTR1c2	ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	((b0684 and b3924 and b4238 and b4237) or (b2895 and b3924 and b4238 and b4237) or (b0684 and b4238) or (b2895 and b4238))						
RNTR2c2	ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	((b0684 and b3924 and b4238 and b4237) or (b2895 and b3924 and b4238 and b4237) or (b0684 and b4238) or (b2895 and b4238))						
RNTR3c2	ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	((b0684 and b3924 and b4238 and b4237) or (b2895 and b3924 and b4238 and b4237) or (b0684 and b4238) or (b2895 and b4238))						
RNTR4c2	ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	((b0684 and b3924 and b4238 and b4237) or (b2895 and b3924 and b4238 and b4237) or (b0684 and b4238) or (b2895 and b4238))						
RPE	ribulose 5-phosphate 3-epimerase	(b4301 or b3386)	5.1.3.1					
RPI	ribose-5-phosphate isomerase	(b2914 or b4090)	5.3.1.6	52000	D-ribose-5-phosphate	Clostridium thermocellum	"in 50 mM Tris HCl buffer (pH 7.5), at 65°C; pH 7.5, 65°C, recombinant enzyme"	"Novel substrates of a ribose 5 phosphate isomerase from Clostridium thermocellum, Yoon, R.Y.; Yeom, S.J.; Kim, H.J.; Oh, D.K.; J... <Preview truncated at 128 characters>"
RZ5PP	alpha-ribazole 5-phosphate phosphatase	b0638						
S2FE2SR	SUF [2Fe-2S] regeneration	(b1683 and b1682 and b1681 and b1679 and b1680)						
S2FE2SS	SUF [2Fe-2S] Synthesis	(b3807 and b1683 and b1682 and b1681 and b1679 and b1680)						
S2FE2SS2	SUF [2Fe-2S] Synthesis II	(b3807 and b1683 and b1682 and b1681 and b1679 and b1680)						
S2FE2ST	SUF [2Fe-2S] Transfer	(b1684 and b1683 and b1682 and b1681)						
S4FE4SR	SUF [4Fe-4S] Reduction	(b1683 and b1682 and b1681)						
S4FE4ST	SUF [4Fe-4S] Transfer	(b1684 and b1683 and b1682 and b1681)						
S7PI	sedoheptulose 7-phosphate isomerase	b0222						
SADH	Succinylarginine dihydrolase	b1745	2.6.1.69	20000	NA	NA	NA	NA
SADT2	Sulfate adenyltransferase	(b2751 and b2752)						
SARCOX	sarcosine oxidase	b1059	1.5.3.1					
SBTPD	sorbitol-6-phosphate dehydrogenase	b2705	1.1.1.140					
SBTptspp	D-sorbitol transport via PEP:Pyr PTS (periplasm)	(b2415 and b2416 and b2702 and b2704 and b2703)						
SBTtex	D-sorbitol transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
SCYSDS	SUF Cysteine desulfuration	(b1679 and b1680)						
SDPDS	succinyl-diaminopimelate desuccinylase	b2472	3.5.1.18					
SDPTA	succinyldiaminopimelate transaminase	b3359	2.6.1.17					
SELCYSS	selenocysteine synthase	b3591	2.9.1.1					
SELGTHR	selenate glutathione reductase							
SELGTHR2	selenate glutathione reductase II							
SELGTHR3	selenate glutathione reductase III							
SELNPS	Selenophosphate synthase	b1764	2.7.9.3					
SELtex	selenate transport via diffusion (extracellular to periplasm)	(b1377 or b0929 or b2215 or b0241)						
SELtpp	selenate transport via proton symport (periplasm)	(b2422 and b2425 and b2424 and b2423)						
SEPHCHCS	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	b2264						
SERASr	(L-seryl)adenylate synthase	b0586						
SERAT	serine O-acetyltransferase	b3607	2.3.1.30					
SERD_D	D-serine deaminase	b2366						
SERD_L	L-serine deaminase	(b4471 or b1814 or b2797 or b3708)	4.3.1.17	544	L-Serine	Escherichia coli	"anaerobically isolated enzyme, pH 8.0"	"The iron sulfur cluster in the L serine dehydratase TdcG from Escherichia coli is required for enzyme activity, Burman, J.D.; Ha... <Preview truncated at 128 characters>"
SERTRS	Seryl-tRNA synthetase	b0893	6.1.1.11	7	L-serine	Streptomyces sp.	diphosphate exchange	"Characterization of two seryl tRNA synthetases in albomycin producing Streptomyces sp. strain ATCC 700974, Zeng, Y.; Roy, H.; Pa... <Preview truncated at 128 characters>"
SERTRS2	Seryl-tRNA synthetase (selenocystein)	b0893	6.1.1.11	7	L-serine	Streptomyces sp.	diphosphate exchange	"Characterization of two seryl tRNA synthetases in albomycin producing Streptomyces sp. strain ATCC 700974, Zeng, Y.; Roy, H.; Pa... <Preview truncated at 128 characters>"
SERt2rpp	L-serine reversible transport via proton symport (periplasm)	(b2796 or b3116)						
SERt4pp	L-serine via sodium symport (periplasm)	b3089						
SERtex	L-serine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
SFGTHi	S-Formylglutathione hydralase	(b2154 or b0355)	3.1.2.12					
SGDS	Succinylglutamate desuccinylase	b1744						
SGSAD	Succinylglutamic semialdehyde dehydrogenase	b1746						
SHCHCS3	"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase"	b2263						
SHCHD2	sirohydrochlorin dehydrogenase (NAD)	b3368						
SHCHF	sirohydrochlorin ferrochelatase	b3368						
SHK3Dr	shikimate dehydrogenase	(b1692 or b3281)	1.1.1.25	233000	quinate	Escherichia coli	"pH 9.0, 22°C, mutant T106A"	"Site directed mutagenesis of the active site region in the quinate/shikimate 5 dehydrogenase YdiB of Escherichia coli, Lindner, ... <Preview truncated at 128 characters>"
SHKK	shikimate kinase	(b3390 or b0388)	2.7.1.71					
SHSL1	O-succinylhomoserine lyase (L-cysteine)	b3939	4.2.99.9	20000	NA	NA	NA	NA
SKMt2pp	shikimate transport in via proton symport (periplasm)	b1981						
SKMtex	shikimate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
SLNTtex	selenite transport via diffusion (extracellular to periplasm)	(b1377 or b0929 or b2215 or b0241)						
SLNTtpp	selenite transport via proton symport (periplasm)	(b2422 and b2425 and b2424 and b2423)						
SO2tex	SO2 transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
SO2tpp	SO2 transport via diffusion (periplasm)	s0001						
SO3tex	sulfite transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
SO4t2pp	sulfate transport in via proton symport (periplasm to cytoplasm)	b1206						
SO4tex	sulfate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
SOTA	Succinylornithine transaminase	b1748						
SPMDAT1	Spermidine acetyltransferase	b1584	2.3.1.57					
SPMDAT2	Spermidine acetyltransferase (N8)	b1584	2.3.1.57					
SPMDabcpp	spermidine transport via ABC system (periplasm)	((b1126 and b1125 and b1124 and b1123) or (b1440 and b1441 and b1442 and b1443))						
SPMDt3pp	spermidine transport out via proton antiport (periplasm)	(b1599 and b1600)						
SPMDtex	spermidine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
SPMS	spermidine synthase	b0121	2.5.1.16					
SPODM	superoxide dismutase	(b3908 or b1656)	1.15.1.1					
SPODMpp	superoxide dismutase	b1646	1.15.1.1					
SSALx	succinate-semialdehyde dehydrogenase (NAD)	b1525	1.2.1.24					
SSALy	succinate-semialdehyde dehydrogenase (NADP)	(b2661 or b1525)	1.2.1.16	20000	NA	NA	NA	NA
SUCASPtpp	succinate:aspartate antiporter (periplasm)	(b4138 or b4123 or b0621)						
SUCBZL	o-succinylbenzoate-CoA ligase	b2260	6.2.1.26					
SUCBZS	O-succinylbenzoate-CoA synthase	b2261						
SUCCt2_2pp	succinate transport via proton symport (2 H) (periplasm)	b3528						
SUCCt2_3pp	Succintate transport via proton symport (3 H) (periplasm)	(b4123 or b4138)						
SUCCt3pp	succinate transport out via proton antiport (periplasm)							
SUCCtex	succinate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
SUCDi	succinate dehydrogenase (irreversible)	(b0721 and b0722 and b0723 and b0724)	1.3.99.1					
SUCFUMtpp	succinate:fumarate antiporter (periplasm)	(b4123 or b0621 or b4138)						
SUCMALtpp	succinate:malate antiporter (periplasm)	(b4138 or b4123 or b0621)						
SUCOAS	succinyl-CoA synthetase (ADP-forming)	(b0728 and b0729)	6.2.1.5					
SUCRtex	sucrose transport transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
SUCTARTtpp	succinate:D-tartrate antiporter (periplasm)	b4123						
SUCptspp	sucrose transport via PEP:Pyr  (periplasm)	(b2417 and b2429 and b2415 and b2416)						
SULFACabcpp	sulfoacetate transport via ABC system (periplasm)	(b0936 and b0933 and b0934)						
SULFACtex	sulfoaceate transport via diffusion (extracellular to periplasm)	(b1377 or b2215 or b0241 or b0929)						
SULRi	sulfite reductase (NADPH2)	(b2763 and b2764)	1.8.2.2					
SULabcpp	sulfate transport via ABC system (periplasm)	((b2422 and b2425 and b2424 and b2423) or (b0763 and b0764 and b0765) or (b2422 and b2424 and b2423 and b3917))						
T2DECAI	trans-2-decenoyl-ACP isomerase	b0954						
TAGURr	tagaturonate reductase	b1521	1.1.1.58					
TALA	transaldolase	(b2464 or b0008)	2.2.1.2					
TARTD	L(+)-tartrate dehydratase	(b3061 and b3062)	4.2.1.32					
TARTRDtex	D-tartrate transport via diffusion (extracellular to periplasm)	(b1377 or b2215 or b0241 or b0929)						
TARTRt7pp	Tartrate/succinate antiporter (periplasm)	b3063						
TARTRtex	Tartrate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
TARTt2_3pp	D-tartrate transport via proton symport (3 H) (periplasm)	b4123						
TAUDO	Taurine dioxygenase	b0368	1.14.11.17					
TAURabcpp	taurine transport via ABC system (periplasm)	(b0365 and b0366 and b0367)						
TAURtex	taurine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
TCYNTtex	Thiocyanate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
TDP	thiamin pyrophosphatase	b1134	3.6.1.15	5096	dCTP	Classical swine fever virus	"pH 6.5, 37°C, recombinant truncated protein ntNS3, in presence of poly(U)"	Identification and characterization of the NTPase activity of classical swine fever virus (CSFV) nonstructural protein 3 (NS3) e... <Preview truncated at 128 characters>
TDPADGAT	"dTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase"	b3790						
TDPAGTA	"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase"	b3791	2.6.1.33					
TDPDRE	"dTDP-4-dehydrorhamnose 3,5-epimerase"	b2038	5.1.3.13					
TDPDRR	dTDP-4-dehydrorhamnose reductase	b2040	1.1.1.133	29	NADPH	Salmonella enterica	-	"Characterization of dTDP 4 dehydrorhamnose 3,5 epimerase and dTDP 4 dehydrorhamnose reductase, required for dTDP L rhamnose bios... <Preview truncated at 128 characters>"
TDPGDH	"dTDPglucose 4,6-dehydratase"	(b3788 or b2041)	4.2.1.46					
TDSK	Tetraacyldisaccharide 4kinase	b0915	2.7.1.130					
TDSR1	thiol:disulfide reductase (DsbC)	(b2893 and b4136)						
TDSR2	thiol:disulfide reductase (DsbG)	(b4136 and b0604)						
TGBPA	Tagatose-bisphosphate aldolase	((b3132 and b3137) or (b2095 and b2096))	4.1.2.40	20000	NA	NA	NA	NA
THD2pp	NAD(P) transhydrogenase (periplasm)	(b1602 and b1603)	1.6.1.1					
THDPS	tetrahydrodipicolinate succinylase	b0166	2.3.1.117					
THFAT	Tetrahydrofolate aminomethyltransferase	b2551	2.1.2.10	20.9	NH4Cl	Escherichia coli	wild type with His tag	Probing the H protein induced conformational change and the function of the N terminal region of Escherichia coli T protein of t... <Preview truncated at 128 characters>
THIORDXi	hydrogen peroxide reductase (thioredoxin)	((b2480 and b3781) or (b2480 and b2582) or b1710)						
THMDt2pp	thymidine transport in via proton symport (periplasm)	(b2393 or b2964)						
THMDt2rpp	"thymidine transport in via proton symport, reversible (periplasm)"	b2406						
THMDtex	thymidine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
THMabcpp	thiamine transport via ABC system (periplasm)	(b0068 and b0067 and b0066)						
THMtex	Thiamine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
THRA2i	L-allo-Threonine Aldolase	(b2551 or b0870)	4.1.2.5	43	L-allo-Thr	Saccharomyces cerevisiae	Recombinant enzyme	"Liu, J.Q.; Nagata, S.; Dairi, T.; Misono, H.; Shimizu, S.; Yamada, H.: The GLY1 gene of Saccharomyces cerevisiae encodes a low s... <Preview truncated at 128 characters>"
THRAi	Threonine aldolase	(b2551 or b0870)	4.1.2.5	43	L-allo-Thr	Saccharomyces cerevisiae	Recombinant enzyme	"Liu, J.Q.; Nagata, S.; Dairi, T.; Misono, H.; Shimizu, S.; Yamada, H.: The GLY1 gene of Saccharomyces cerevisiae encodes a low s... <Preview truncated at 128 characters>"
THRD	L-threonine dehydrogenase	b3616	1.1.1.103					
THRD_L	L-threonine deaminase	(b3117 or b3772)	4.3.1.19	287	L-Thr	Rattus norvegicus	-	Restoration of rat liver L threonine dehydratase activity by pyridoxamine 5  phosphate: the half transaminating activity of L th... <Preview truncated at 128 characters>
